,mse,psnr,ssim,method,img_id
0,1992.6758575439453,15.1364370177052,0.8520965840385405,our,42.0
1,2556.531753540039,14.054291695939025,0.6954894404426075,ucmr,42.0
2,2018.646275838216,15.080201359857499,0.8473463940566749,our,137.0
3,2578.6212056477866,14.016928110445608,0.6848025539506423,ucmr,137.0
4,1377.8787790934246,16.73869349309754,0.8605659687458873,our,240.0
5,1294.1228281656902,17.01104862693637,0.8009423818196965,ucmr,240.0
6,939.7387186686198,18.400732400488334,0.8447199621469929,our,298.0
7,1133.2887369791667,17.5873978824967,0.7622146337371963,ucmr,298.0
8,1042.8081614176433,17.948759394027114,0.9116837241470216,our,322.0
9,2435.081817626953,14.265668029776448,0.8040854033849018,ucmr,322.0
10,861.0912831624349,18.78031167982932,0.8803336931484984,our,327.0
11,1320.2703552246094,16.924174889349267,0.7751132302015719,ucmr,327.0
12,1019.9844614664713,18.044868051361597,0.9115615475307326,our,335.0
13,1592.9705200195312,16.108726221736912,0.8134408829935179,ucmr,335.0
14,1149.6155853271484,17.52527717975824,0.908018348376765,our,365.0
15,2512.250473022461,14.130174241989824,0.829740770518788,ucmr,365.0
16,660.1623382568359,19.934296163261816,0.9120652475413218,our,433.0
17,1611.7820129394531,16.05774056016172,0.8063369576557716,ucmr,433.0
18,807.8399810791016,19.057550176883673,0.9055670510932644,our,498.0
19,1168.3433634440105,17.45509864894292,0.8104267704606071,ucmr,498.0
20,700.247060139974,19.678290666749348,0.8596230531926675,our,558.0
21,1433.9288991292317,16.5655274334462,0.7659072284176074,ucmr,558.0
22,1153.7947591145833,17.509517989384424,0.8728537687757411,our,605.0
23,1553.5941263834636,16.21742790222153,0.7710475020854006,ucmr,605.0
24,1739.6690928141277,15.726137130633713,0.9056208913312954,our,624.0
25,1716.3892262776692,15.784645810518128,0.8329612933366598,ucmr,624.0
26,1384.7966003417969,16.716943721867445,0.9146735359463092,our,631.0
27,1352.3029886881511,16.820063530100505,0.8422853113681289,ucmr,631.0
28,922.7827707926432,18.47980883622599,0.8983663833718482,our,824.0
29,1455.0274861653645,16.50209163437945,0.8036857994153904,ucmr,824.0
30,1257.165771484375,17.136878127808977,0.8881948092584772,our,932.0
31,1956.0403900146484,15.217025426354576,0.7759076342289153,ucmr,932.0
32,1081.639180501302,17.789979504218614,0.8930833738774339,our,936.0
33,1823.3513590494792,15.52209995782282,0.7769093917097597,ucmr,936.0
34,1590.0720672607422,16.116635524566526,0.8818344985273624,our,956.0
35,1862.639643351237,15.429515188765885,0.7684637330337317,ucmr,956.0
36,1495.2739715576172,16.383595873147836,0.8980748803107558,our,985.0
37,1968.5596160888672,15.189317893177954,0.7984100495035115,ucmr,985.0
38,741.4505767822266,19.42998153509061,0.9033506452656362,our,1108.0
39,836.3942667643229,18.906693136724815,0.86434061647772,ucmr,1108.0
40,640.5691680908203,20.065143295221013,0.9171637512540136,our,1169.0
41,1281.9695536295574,17.05202649918882,0.8356648941026954,ucmr,1169.0
42,761.930653889974,19.31164914467151,0.9262034927342041,our,1200.0
43,1371.874018351237,16.757661297063645,0.8476764697839797,ucmr,1200.0
44,593.6769968668619,20.395301391733305,0.9230409234899394,our,1231.0
45,1386.0905456542969,16.712887596010685,0.831665341206136,ucmr,1231.0
46,850.7782491048177,18.832639826161852,0.9092792114231768,our,1239.0
47,1077.0825958251953,17.80831352522854,0.8347973191886947,ucmr,1239.0
48,845.1749318440756,18.861337536083674,0.9119453600682368,our,1325.0
49,985.6643371582031,18.193513174671367,0.8429974165289341,ucmr,1325.0
50,683.1986745198568,19.785333457649337,0.9316303690428335,our,1437.0
51,1156.1121266682942,17.500804042645214,0.8332138952422463,ucmr,1437.0
52,4176.868835449219,11.922295233655438,0.7581324258959841,our,1443.0
53,5353.865407307942,10.84412911760402,0.5806594701253762,ucmr,1443.0
54,1138.763442993164,17.566468440519124,0.8840888036690181,our,1457.0
55,1198.1768544514973,17.34559434931778,0.824219957393714,ucmr,1457.0
56,1445.6476643880208,16.530179019739716,0.8225454628683777,our,1498.0
57,2122.6914672851562,14.861934867174904,0.751345344650888,ucmr,1498.0
58,3080.533493041992,13.24454425854293,0.7716057680409766,our,1552.0
59,6260.5546875,10.164675472983271,0.5902697030512393,ucmr,1552.0
60,2373.110509236654,14.37762398278807,0.8392893825209969,our,1559.0
61,4053.674474080404,12.052314906566757,0.7446397482046881,ucmr,1559.0
62,564.7531585693359,20.612216923327967,0.9295942534834262,our,1674.0
